amc_template_name,start_date,end_date,path,path_occurrences,impressions,total_cost,users_that_purchased,sales_amount,purchases,user_purchase_rate,ntb_users_that_purchased,ntb_sales_amount,ntb_purchases,ntb_user_percentage,ntb_purchases_percentage,insight1,insight2
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Consideração], [3, DSP Awareness]]",16,732,6.319993426070728,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, SB]]",16,352,2.8824584187335542,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP Consideração], [4, DSP NTB], [5, DSP Awareness]]",16,515,6.124611463195602,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, DSP Consideração], [4, SB], [5, SP], [6, SD]]",16,1508,9.168741020136562,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SB], [4, SP], [5, DSP Conversão]]",16,772,7.946351581343477,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Awareness], [3, DSP NTB], [4, SB], [5, SP]]",16,1038,15.610138704293284,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, SD], [4, DSP Awareness]]",16,404,2.1648545420340004,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, DSP NTB], [4, DSP Consideração], [5, SB], [6, SB SOV], [7, SD], [8, SP]]",16,1981,34.675358468355974,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, SB SOV], [4, DSP Awareness], [5, DSP Consideração], [6, DSP NTB], [7, DSP Conversão], [8, SP]]",16,971,13.696759480757096,1,179.7950,1,0.0625,1,101.0245,1,1.0,1.0,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, SP], [4, SB], [5, DSP NTB], [6, DSP Awareness]]",16,1159,6.497071518422827,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP NTB], [4, DSP Awareness]]",16,454,2.5974586642237516,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, DSP Conversão]]",16,494,3.427203094265763,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Awareness], [3, SD], [4, DSP Conversão]]",16,1046,5.999500315117675,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, SB], [4, SP]]",16,806,3.5877618677616456,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, DSP Awareness]]",16,951,15.498152553890897,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP Awareness]]",16,495,7.540354774037007,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, SP], [4, DSP Conversão]]",16,989,19.62143978480276,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, SD], [4, DSP Consideração], [5, DSP Awareness], [6, SB], [7, DSP NTB]]",16,1108,9.389737389661944,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SP]]",16,552,9.45665275245326,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, DSP Conversão], [4, SB], [5, DSP Awareness], [6, SP]]",16,1536,12.89408452242054,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, DSP Conversão], [3, DSP Awareness], [4, DSP Consideração], [5, DSP NTB], [6, SD], [7, SP], [8, SB]]",16,877,7.951938016268467,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, SP], [4, DSP Awareness]]",15,806,14.398715011977458,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Awareness]]",15,453,6.792059771140931,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, SB], [4, SP]]",15,921,16.422149931377206,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SB], [3, SP], [4, SD]]",15,608,6.607778938454483,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, SP], [4, DSP Awareness], [5, DSP Conversão]]",15,1357,27.037435095851556,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, DSP Awareness], [4, SP], [5, DSP Consideração], [6, SB], [7, DSP Conversão]]",15,1448,22.533451808004063,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, SP], [4, DSP Awareness], [5, DSP Conversão], [6, DSP Consideração], [7, SB SOV], [8, SB]]",15,1575,27.841951312280496,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB], [4, SP], [5, SB SOV], [6, SD], [7, DSP Consideração], [8, DSP Awareness]]",15,1229,8.787319573469317,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SP]]",15,238,1.3552581989625498,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, DSP Awareness], [4, SD]]",15,652,6.536865009092622,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, DSP Consideração]]",15,325,3.6933053024185423,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, DSP NTB], [4, SB]]",15,1190,11.248448213411109,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, DSP Conversão], [4, DSP NTB]]",15,1200,23.404933594923623,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SP]]",15,720,7.641628891087369,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP NTB], [4, SB]]",15,383,5.007451517671468,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP NTB]]",15,734,3.1093902576639727,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Consideração], [3, SB], [4, DSP NTB], [5, SP]]",15,904,12.152040408178756,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SP], [4, SD], [5, DSP Consideração], [6, SB], [7, SB SOV], [8, DSP Awareness]]",15,1705,7.721738793152426,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, DSP Awareness]]",15,514,7.04597460556828,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB SOV], [3, SB], [4, SD], [5, SP]]",15,338,2.6419791702896047,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB SOV], [3, SB], [4, DSP NTB], [5, SD], [6, SP], [7, DSP Conversão], [8, DSP Awareness]]",15,1716,23.508736032688308,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, SP], [4, DSP NTB]]",15,303,1.932032083063671,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, DSP Awareness], [4, DSP NTB], [5, SP]]",15,977,11.002168347282904,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, SD], [4, DSP Conversão], [5, SP]]",15,474,7.928058537001459,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, DSP Consideração]]",15,626,5.063888442715871,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, SD], [4, SB]]",15,602,10.841495816797803,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SP], [3, SB], [4, SD], [5, DSP Awareness], [6, DSP NTB]]",15,1660,13.009016193867946,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SB], [4, SP]]",15,1041,12.636985964577494,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, DSP NTB], [4, DSP Conversão], [5, SP]]",15,1273,12.368770357481607,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Consideração], [3, DSP NTB], [4, DSP Awareness], [5, SB], [6, SP], [7, DSP Conversão]]",14,1290,18.389941588078344,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, SP], [4, DSP NTB]]",14,1052,20.02312111110025,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, SP]]",14,848,8.935378829318022,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, DSP Conversão], [4, DSP Awareness], [5, DSP NTB]]",14,1340,8.02050620328376,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, SP]]",14,323,2.938693408513251,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP NTB], [4, DSP Awareness]]",14,953,8.922402355449643,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SB], [4, SP]]",14,1016,5.057146146879391,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SP]]",14,425,2.732430734202663,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SD]]",14,605,6.800208603177844,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, SP], [4, DSP Conversão], [5, DSP Awareness]]",14,1168,16.549030891142493,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SB], [4, SD], [5, DSP NTB], [6, SP]]",14,809,14.846452934633593,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, SB]]",14,599,11.46678770325981,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP NTB]]",14,482,8.785713990291029,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, DSP Awareness], [4, SP], [5, SB], [6, SB SOV]]",14,855,3.7887024488098393,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, SB], [4, DSP NTB], [5, DSP Awareness], [6, SD]]",14,845,7.983302048780607,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, DSP Conversão], [4, SP], [5, DSP Consideração], [6, SD], [7, SB]]",14,868,12.181279514339828,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Awareness], [3, DSP NTB], [4, DSP Conversão]]",14,689,10.719835759942374,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, DSP NTB], [4, SD], [5, SP]]",14,598,7.927782546519101,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP NTB], [4, DSP Conversão]]",14,391,6.12111915015528,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, SD], [4, DSP NTB], [5, DSP Conversão], [6, SP]]",14,1110,16.87216727320202,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Conversão]]",14,377,4.7766426150826256,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SP], [4, SB], [5, SB SOV], [6, DSP NTB]]",14,1026,17.15410607736628,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SB SOV], [4, SB], [5, DSP Conversão], [6, SD], [7, SP]]",14,1314,12.868246670310926,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP Conversão], [4, DSP Consideração], [5, DSP Awareness], [6, SP], [7, DSP NTB]]",14,1559,22.913649380654128,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, DSP Consideração], [4, SP], [5, DSP Conversão], [6, SB SOV], [7, DSP Awareness], [8, DSP NTB]]",14,1624,26.826166441595316,1,90.0400,1,0.0714,1,53.8625,1,1.0,1.0,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SP], [4, DSP NTB]]",14,866,11.77265442147552,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP NTB], [4, DSP Conversão], [5, SB]]",14,1102,12.190986218088343,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, SB], [4, DSP NTB], [5, DSP Awareness], [6, DSP Conversão], [7, SD]]",14,1714,31.82247227291912,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SP], [4, DSP Awareness]]",14,318,5.1820323447495245,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, DSP Awareness], [4, SB SOV], [5, DSP NTB], [6, SP]]",14,964,18.449750588819114,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB], [4, SD], [5, DSP Conversão]]",14,1017,8.716132553713372,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, DSP Conversão], [3, DSP NTB], [4, DSP Awareness], [5, SP], [6, SD], [7, SB]]",14,1104,18.639565941895256,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, DSP Conversão], [4, SP]]",14,528,9.418250110880026,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, DSP NTB], [4, DSP Conversão]]",13,438,3.17117172687182,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, SB], [4, DSP Conversão]]",13,474,3.4581890237376087,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, DSP NTB], [4, SP], [5, SD], [6, DSP Consideração]]",13,701,8.494073609754352,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, DSP Awareness], [4, DSP NTB]]",13,936,9.768713929657533,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, DSP Conversão], [4, SP], [5, SB]]",13,1181,13.65039165835134,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, SB], [4, DSP NTB]]",13,1042,6.443480422537628,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SP], [4, SB]]",13,792,14.417660145811213,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, SB], [4, DSP Awareness], [5, SD], [6, DSP Conversão]]",13,819,5.272356232927597,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, SP], [4, DSP Conversão], [5, DSP Awareness]]",13,1093,14.343261246841982,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Conversão], [4, DSP Awareness]]",13,677,3.803266266921602,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, DSP Conversão], [4, SB]]",13,479,2.4778907740771956,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, SD], [4, SB], [5, DSP Conversão], [6, DSP Awareness]]",13,644,10.605311609391324,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB SOV], [3, SB], [4, DSP Consideração], [5, DSP Awareness], [6, SD], [7, DSP NTB], [8, SP]]",13,666,8.712508334670293,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, DSP Consideração], [4, DSP NTB]]",13,983,6.360084466777667,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, SP], [4, SD]]",13,463,6.735199393882168,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SP], [4, DSP NTB]]",13,248,1.5863384052536182,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SP], [4, SB SOV], [5, DSP Conversão], [6, SB], [7, DSP NTB], [8, DSP Consideração]]",13,868,15.15730289490587,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, SD], [4, DSP Awareness], [5, DSP Conversão], [6, DSP Consideração], [7, DSP NTB]]",13,1398,7.451421624682316,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP Conversão], [4, SP]]",13,486,5.503407739860684,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Consideração], [3, DSP Awareness], [4, SP], [5, DSP Conversão]]",13,1105,15.305340688799497,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, DSP Awareness], [4, SP], [5, SD]]",13,298,5.1734019733430685,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, DSP Conversão], [4, SD], [5, DSP NTB], [6, SP]]",13,1069,11.677026352681105,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, SB], [4, SD], [5, DSP Awareness]]",13,538,5.113358473908008,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, SP], [4, DSP Conversão]]",13,812,10.196586604705914,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, SD], [4, DSP NTB], [5, SB], [6, DSP Awareness]]",13,1485,11.074360638875405,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, SD], [4, DSP Awareness], [5, DSP NTB]]",13,622,6.596499476516899,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, SD], [4, DSP Awareness], [5, DSP Conversão]]",13,1103,4.5576776385505475,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SP], [4, DSP Conversão], [5, SB], [6, SD]]",13,1096,15.898825949349193,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SP], [4, DSP Consideração], [5, SB], [6, DSP Conversão]]",13,834,15.660052383167159,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, SD], [4, SB], [5, DSP NTB]]",13,1036,9.248660460649452,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP NTB], [4, DSP Conversão], [5, DSP Consideração], [6, DSP Awareness], [7, SB]]",13,392,3.726274950147866,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SD], [4, DSP NTB], [5, SP], [6, DSP Conversão], [7, SB]]",13,868,4.666558958963005,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Consideração], [3, SP], [4, DSP Awareness], [5, SB]]",13,1185,23.02158924980279,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, DSP NTB], [4, SD], [5, SB], [6, DSP Conversão], [7, SB SOV]]",13,1096,16.285781418078123,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, DSP NTB], [4, SB SOV]]",13,703,7.293690170784166,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, SD], [4, DSP Awareness], [5, DSP Consideração], [6, DSP Conversão], [7, SP]]",13,1503,15.000658452017055,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP NTB], [4, SP], [5, DSP Awareness]]",13,339,3.605200050950512,0,0.0000,0,0.0,0,0.0000,0,,,,
